strain	loc
hCoV-19_USA_CT-JAX-JAX000416|2021-03-18	CT
hCoV-19_USA_CT-JAX-JAX000417|2021-03-18	CT
hCoV-19_USA_CT-JAX-JAX000420|2021-03-19	CT
hCoV-19_USA_CT-JAX-JAX000421|2021-03-19	CT
hCoV-19_USA_CT-JAX-JAX000428|2021-03-19	CT
hCoV-19_USA_CT-JAX-JAX000429|2021-03-19	CT
hCoV-19_USA_CT-JAX-JAX000431|2021-03-19	CT
hCoV-19_USA_CT-JAX-JAX000432|2021-03-20	CT
hCoV-19_USA_CT-CDCBI-CRSP_01441|2021-03-13	CT
hCoV-19_USA_CT-CDCBI-CRSP_01445|2021-03-15	CT
hCoV-19_USA_CT-CDCBI-CRSP_01446|2021-03-15	CT
hCoV-19_USA_CT-CDC-22524956|2021-02-27	CT
hCoV-19_USA_CT-CDC-22524674|2021-02-27	CT
hCoV-19_USA_CT-CDC-22528456|2021-02-28	CT
hCoV-19_USA_CT-CDC-22526619|2021-03-01	CT
hCoV-19_USA_CT-CDC-22526651|2021-03-01	CT
hCoV-19_USA_CT-CDC-22526794|2021-03-01	CT
hCoV-19_USA_CT-CDC-22491462|2021-02-27	CT
hCoV-19_USA_CT-CDC-22491093|2021-02-28	CT
hCoV-19_USA_CT-CDC-22491220|2021-02-28	CT
hCoV-19_USA_CT-CDC-22528505|2021-03-02	CT
hCoV-19_USA_CT-CDC-22528390|2021-03-02	CT
hCoV-19_USA_CT-CDC-22528294|2021-03-02	CT
hCoV-19_USA_CT-CDC-22526881|2021-03-01	CT
hCoV-19_USA_CT-CDC-22549579|2021-03-01	CT
hCoV-19_USA_CT-CDC-22632076|2021-03-04	CT
hCoV-19_USA_CT-CDC-22630688|2021-03-05	CT
hCoV-19_USA_CT-CDC-22631720|2021-03-03	CT
hCoV-19_USA_CT-CDC-22631816|2021-03-03	CT
hCoV-19_USA_CT-CDC-22631819|2021-03-02	CT
hCoV-19_USA_CT-CDC-22631136|2021-03-03	CT
hCoV-19_USA_CT-CDC-22630991|2021-03-02	CT
hCoV-19_USA_CT-Yale-S131|2021-01-16	CT
hCoV-19_USA_CT-Yale-S249|2021-01-26	CT
hCoV-19_USA_CT-Yale-S250|2021-01-26	CT
hCoV-19_USA_CT-Yale-S252|2021-01-27	CT
hCoV-19_USA_CT-Yale-S253|2021-01-27	CT
hCoV-19_USA_CT-Yale-S254|2021-01-27	CT
hCoV-19_USA_CT-Yale-S255|2021-01-27	CT
hCoV-19_USA_CT-Yale-S256|2021-01-05	CT
hCoV-19_USA_CT-JAX-J000020|2021-01-25	CT
hCoV-19_USA_CT-JAX-J000021|2021-01-25	CT
hCoV-19_USA_CT-JAX-J000022|2021-01-26	CT
hCoV-19_USA_CT-JAX-J000023|2021-01-13	CT
hCoV-19_USA_CT-JAX-J000025|2021-01-25	CT
hCoV-19_USA_CT-JAX-J000026|2021-01-12	CT
hCoV-19_USA_CT-JAX-J000028|2021-01-18	CT
hCoV-19_USA_CT-JAX-J000030|2021-01-14	CT
hCoV-19_USA_CT-JAX-J000031|2021-01-13	CT
hCoV-19_USA_CT-JAX-J000033|2021-01-14	CT
hCoV-19_USA_NY-NYULH74|2021-02-02	NY-NJ
hCoV-19_USA_NY-PRL-2021_02_12_02A02|2021-02-09	NY-NJ
hCoV-19_USA_NY-PRL-2021_02_15_02C08|2021-02-14	NY-NJ
hCoV-19_USA_NY-PRL-2021_02_17_00L04|2021-02-13	NY-NJ
hCoV-19_USA_NY-NYCPHL-003139|2021-02-08	NY-NJ
hCoV-19_USA_NY-NYCPHL-003148|2021-02-09	NY-NJ
hCoV-19_USA_NY-PRL-2021_02_25_00B08|2021-02-22	NY-NJ
hCoV-19_USA_NY-PRL-2021_02_25_00E07|2021-02-21	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_05_00G03|2021-03-03	NY-NJ
hCoV-19_USA_NY-NYCPHL-003656|2021-03-02	NY-NJ
hCoV-19_USA_NY-NYCPHL-003572|2021-02-24	NY-NJ
hCoV-19_USA_NY-NYCPHL-003689|2021-02-28	NY-NJ
hCoV-19_USA_NY-PRL-03_09_01O05|2021-03-07	NY-NJ
hCoV-19_USA_NY-PRL-03_09_02G07|2021-03-06	NY-NJ
hCoV-19_USA_NY-PRL-03_10_00G13|2021-03-08	NY-NJ
hCoV-19_USA_NY-PRL-03_10_00K08|2021-03-08	NY-NJ
hCoV-19_USA_NY-NYULH749|2021-03-10	NY-NJ
hCoV-19_USA_NY-NYULH787|2021-03-09	NY-NJ
hCoV-19_USA_NY-CDC-22443405|2021-02-22	NY-NJ
hCoV-19_USA_NY-NYCPHL-003821|2021-03-11	NY-NJ
hCoV-19_USA_NY-NYCPHL-003838|2021-03-12	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_18_00A14|2021-03-15	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_18_00A16|2021-03-15	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_24_00H02|2021-03-22	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_24_00L21|2021-03-23	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_24_00N13|2021-03-23	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_25_00N11|2021-03-24	NY-NJ
hCoV-19_USA_NY-Wadsworth-21015690-01|2021-01-25	NY-NJ
hCoV-19_USA_NY-Wadsworth-21029042-01|2021-03-02	NY-NJ
hCoV-19_USA_NY-CDC-22725516|2021-03-05	NY-NJ
hCoV-19_USA_NY-CDC-22725359|2021-03-03	NY-NJ
hCoV-19_USA_NY-CDC-QDX22723421|2021-03-05	NY-NJ
hCoV-19_USA_NY-NYCPHL-003162|2021-02-08	NY-NJ
hCoV-19_USA_NY-PRL-2021_02_12_03F04|2021-02-10	NY-NJ
hCoV-19_USA_NY-CDC-LC0006751|2021-01-18	NY-NJ
hCoV-19_USA_NY-PRL-2021_02_19_01F12|2021-02-17	NY-NJ
hCoV-19_USA_NY-PRL-2021_02_19_01H12|2021-02-18	NY-NJ
hCoV-19_USA_NY-PRL-2021_02_25_00J16|2021-02-22	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_01_01F03|2021-02-26	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_01_01I18|2021-02-27	NY-NJ
hCoV-19_USA_NY-CDC-LC0014573|2021-02-09	NY-NJ
hCoV-19_USA_NY-CDC-21755044|2021-02-03	NY-NJ
hCoV-19_USA_NY-CDC-21864849|2021-02-08	NY-NJ
hCoV-19_USA_NY-NYULH500|2021-02-23	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_17_00A21|2021-03-15	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_15_00C12|2021-03-12	NY-NJ
hCoV-19_USA_NY-21-CoV-1541-VTM1-AGFM544|2021-02-17	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_25_00L08|2021-03-24	NY-NJ
hCoV-19_USA_NY-Wadsworth-21030044-01|2021-02-24	NY-NJ
hCoV-19_USA_NY-CDC-LC0022408|2021-02-26	NY-NJ
hCoV-19_USA_NY-CDC-LC0023068|2021-02-26	NY-NJ
hCoV-19_USA_NY-Wadsworth-21008773-01|2021-01-05	NY-NJ
hCoV-19_USA_NY-Wadsworth-21009428-01|2021-01-11	NY-NJ
hCoV-19_USA_NY-PRL-2021_0210_04E07|2021-02-08	NY-NJ
hCoV-19_USA_NY-CDC-LC0009182|2021-01-21	NY-NJ
hCoV-19_USA_NY-PRL-2021_02_17_01M11|2021-02-15	NY-NJ
hCoV-19_USA_NY-PRL-2021_02_17_01P06|2021-02-15	NY-NJ
hCoV-19_USA_NY-PRL-2021_02_24_00E04|2021-02-22	NY-NJ
hCoV-19_USA_NY-Wadsworth-21025847-01|2021-02-22	NY-NJ
hCoV-19_USA_NY-Wadsworth-21025093-01|2021-02-18	NY-NJ
hCoV-19_USA_NY-Wadsworth-21013488-01|2021-01-20	NY-NJ
hCoV-19_USA_NY-Wadsworth-21024790-01|2021-02-22	NY-NJ
hCoV-19_USA_NY-Wadsworth-21025029-01|2021-02-22	NY-NJ
hCoV-19_USA_NY-PRL-03_05_01K19|2021-03-04	NY-NJ
hCoV-19_USA_NY-CDC-22118808|2021-02-14	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_12_00K03|2021-03-10	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_22_01C14|2021-03-20	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_22_01E11|2021-03-20	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_22_01H06|2021-03-20	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_22_01J11|2021-03-21	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_22_01J13|2021-03-21	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_23_01H23|2021-03-21	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_23_01I03|2021-03-22	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_23_01K17|2021-03-18	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_23_01P18|2021-03-18	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_25_00I12|2021-03-24	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_25_00J04|2021-03-24	NY-NJ
hCoV-19_USA_NY-Wadsworth-21031351-01|2021-03-10	NY-NJ
hCoV-19_USA_NY-Wadsworth-21009921-01|2021-01-12	NY-NJ
hCoV-19_USA_NY-Wadsworth-21017860-01|2021-02-01	NY-NJ
hCoV-19_USA_NY-Wadsworth-21018127-01|2021-02-01	NY-NJ
hCoV-19_USA_NY-PRL-2021_02_17_00C11|2021-02-15	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_03_00C10|2021-03-01	NY-NJ
hCoV-19_USA_NY-NYULH531|2021-02-26	NY-NJ
hCoV-19_USA_NY-NYULH587|2021-02-28	NY-NJ
hCoV-19_USA_NY-NYULH588|2021-02-28	NY-NJ
hCoV-19_USA_NY-Wadsworth-21020518-01|2021-02-05	NY-NJ
hCoV-19_USA_NY-PRL-03_09_01D23|2021-03-05	NY-NJ
hCoV-19_USA_NY-NYULH617|2021-02-28	NY-NJ
hCoV-19_USA_NY-NYULH638|2021-03-03	NY-NJ
hCoV-19_USA_NY-NYULH696|2021-03-02	NY-NJ
hCoV-19_USA_NY-NYULH731|2021-03-07	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_19_00E04|2021-03-16	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_23_01D15|2021-03-22	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_25_00E14|2021-03-23	NY-NJ
hCoV-19_USA_NY-Wadsworth-21028281-01|2021-02-26	NY-NJ
hCoV-19_USA_NY-Wadsworth-21028299-01|2021-03-02	NY-NJ
hCoV-19_USA_NY-Wadsworth-21028520-01|2021-03-02	NY-NJ
hCoV-19_USA_NY-CDC-LC0022092|2021-02-27	NY-NJ
hCoV-19_USA_NY-PRL-2021_0210_07E04|2021-02-08	NY-NJ
hCoV-19_USA_NY-NYULH276|2021-02-11	NY-NJ
hCoV-19_USA_NY-PRL-2021_02_19_00J21|2021-02-16	NY-NJ
hCoV-19_USA_NY-PRL-2021_02_19_01M18|2021-02-17	NY-NJ
hCoV-19_USA_NY-PRL-2021_02_19_01O24|2021-02-17	NY-NJ
hCoV-19_USA_NY-NYULH385|2021-02-16	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_01_01A07|2021-02-26	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_01_01N10|2021-02-27	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_01_01O07|2021-02-28	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_03_00N04|2021-03-01	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_03_00N10|2021-03-01	NY-NJ
hCoV-19_USA_NY-NYULH538|2021-02-27	NY-NJ
hCoV-19_USA_NY-Wadsworth-21024632-01|2021-02-19	NY-NJ
hCoV-19_USA_NY-PRL-03_09_01O11|2021-03-07	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_16_00J17|2021-03-15	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_15_01O14|2021-03-13	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_11_00L18|2021-03-09	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_11_00P22|2021-03-09	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_12_00F24|2021-03-10	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_18_00G13|2021-03-16	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_18_00L19|2021-03-16	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_22_00K04|2021-03-19	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_22_00K13|2021-03-19	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_23_01B20|2021-03-21	NY-NJ
hCoV-19_USA_NY-Wadsworth-21028533-01|2021-03-02	NY-NJ
hCoV-19_USA_NY-Wadsworth-21031312-01|2021-03-08	NY-NJ
hCoV-19_USA_NY-Wadsworth-21031346-01|2021-03-10	NY-NJ
hCoV-19_USA_NY-CDC-LC0023970|2021-03-05	NY-NJ
hCoV-19_USA_NY-NYULH950|2021-03-22	NY-NJ
hCoV-19_USA_NY-NYULH993|2021-03-16	NY-NJ
hCoV-19_USA_NY-Yale-S107|2021-01-08	NY-NJ
hCoV-19_USA_NY-PRL-2021_0205_06A05|2021-02-03	NY-NJ
hCoV-19_USA_NY-PRL-2021_0205_06F11|2021-02-03	NY-NJ
hCoV-19_USA_NY-PRL-2021_0210_08E10|2021-02-08	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_01_00B18|2021-02-26	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_05_00C17|2021-03-03	NY-NJ
hCoV-19_USA_NY-Wadsworth-21019373-01|2021-02-04	NY-NJ
hCoV-19_USA_NY-Wadsworth-21020019-01|2021-02-05	NY-NJ
hCoV-19_USA_NY-Wadsworth-21024631-01|2021-02-19	NY-NJ
hCoV-19_USA_NY-Wadsworth-21024624-01|2021-02-19	NY-NJ
hCoV-19_USA_NY-Wadsworth-21024794-01|2021-02-22	NY-NJ
hCoV-19_USA_NY-Wadsworth-21025869-01|2021-02-22	NY-NJ
hCoV-19_USA_NY-PRL-03_09_02F24|2021-03-07	NY-NJ
hCoV-19_USA_NY-PRL-03_10_00J19|2021-03-08	NY-NJ
hCoV-19_USA_NY-PRL-03_05_02O09|2021-03-03	NY-NJ
hCoV-19_USA_NY-PRL-03_10_00F10|2021-03-08	NY-NJ
hCoV-19_USA_NY-NYCPHL-003758|2021-03-08	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_17_00O21|2021-03-15	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_16_00C05|2021-03-14	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_15_01B06|2021-03-12	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_11_00J04|2021-03-09	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_23_00F10|2021-03-22	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_23_00F23|2021-03-22	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_23_00G08|2021-03-22	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_23_00I12|2021-03-21	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_23_00P11|2021-03-22	NY-NJ
hCoV-19_USA_NY-Wadsworth-21027627-01|2021-02-28	NY-NJ
hCoV-19_USA_NY-Wadsworth-21031432-01|2021-03-07	NY-NJ
hCoV-19_USA_NY-CDC-LC0023895|2021-03-03	NY-NJ
hCoV-19_USA_NY-NYULH899|2021-03-09	NY-NJ
hCoV-19_USA_NY-NYULH930|2021-03-16	NY-NJ
hCoV-19_USA_NY-NYULH933|2021-03-18	NY-NJ
hCoV-19_Rwanda_AV65997RD|2020-12-28	international
hCoV-19_Morocco_FMP80|2021-01-08	international
hCoV-19_Mauritius_N2021|2021-01-10	international
hCoV-19_Senegal_SN_MBO_201677|2021-01-02	international
hCoV-19_Martinique_HCL021028550901|2021-01-26	international
hCoV-19_Martinique_HCL021023929701|2021-01-27	international
hCoV-19_Martinique_HCL021023933801|2021-01-29	international
hCoV-19_Martinique_HCL021023926801|2021-02-01	international
hCoV-19_Martinique_HCL021023931301|2021-01-26	international
hCoV-19_Malawi_KRISP-K010155|2020-11-25	international
hCoV-19_Togo_C6231|2021-02-03	international
hCoV-19_Gabon_CERMEL|2021-04-06	international
hCoV-19_Mayotte_IPP00938|2021-01-13	international
hCoV-19_Senegal_NMBO_201663|2021-01-04	international
hCoV-19_Tunisia_Q8734|2021-02-20	international
hCoV-19_Senegal_SN-IR6-002302|2020-12-30	international
hCoV-19_Martinique_HCL021028548501|2021-02-02	international
hCoV-19_Rwanda_NRLNAT3055|2021-01-11	international
hCoV-19_Rwanda_NRLNAT3056|2021-01-24	international
hCoV-19_Angola_KRISP-K010853|2021-02-22	international
hCoV-19_Senegal_SN-THI-20-2088|2020-12-21	international
hCoV-19_Senegal_SN-THI-21-027|2021-01-14	international
hCoV-19_Senegal_SN-TH-TIV-2174|2021-01-15	international
hCoV-19_Senegal_SN-IR8-000056|2021-01-16	international
hCoV-19_Senegal_SN-IR2-0010667|2021-01-16	international
hCoV-19_Senegal_SN-IR1-0016423|2021-01-03	international
hCoV-19_Taiwan_NTU49|2020-12-31	international
hCoV-19_India_KL-NIV-VOC-415|2021-01-18	international
hCoV-19_India_TN-NCCS-VOC-593|2020-12-27	international
hCoV-19_Lebanon_LEB-UK-B|2020-12-30	international
hCoV-19_Palestine_AAS47|2021-02-05	international
hCoV-19_Palestine_AAS48|2021-02-05	international
hCoV-19_Palestine_AAS49|2021-02-05	international
hCoV-19_Palestine_AAS51|2021-02-05	international
hCoV-19_Palestine_AAS53|2021-02-05	international
hCoV-19_Palestine_AAS54|2021-02-06	international
hCoV-19_Palestine_AAS57|2021-02-05	international
hCoV-19_Palestine_AAS58|2021-02-05	international
hCoV-19_Palestine_AAS59|2021-02-06	international
hCoV-19_Taiwan_CGMH-CGU-44|2020-12-26	international
hCoV-19_Beijing_IVDC-05|2021-01-17	international
hCoV-19_Lebanon_FAS|2021-01-04	international
hCoV-19_HongKong_VM20194408|2020-12-21	international
hCoV-19_Taiwan_NTU52|2021-01-06	international
hCoV-19_Bangladesh_ideSHi-045|2020-12-31	international
hCoV-19_Pakistan_MU-NIH-K14|2020-12-25	international
hCoV-19_Pakistan_MU-NIH-K53|2020-12-28	international
hCoV-19_India_KA-NIMH-SEQ-60|2020-12-30	international
hCoV-19_India_KA-NIMH-SEQ-62|2020-12-31	international
hCoV-19_Pakistan_NIH-52|2021-01-01	international
hCoV-19_Pakistan_NIH-53|2021-01-01	international
hCoV-19_Pakistan_NIH-54|2021-01-01	international
hCoV-19_India_GJ-GBRC-443|2020-12-22	international
hCoV-19_Iran_N193|2021-01-08	international
hCoV-19_Jordan_AM-ALSR-5788|2021-01-04	international
hCoV-19_India_MH-NCCS-VOC-393|2021-02-03	international
hCoV-19_India_GJ-GBRC-448|2020-12-24	international
hCoV-19_India_GJ-GBRC-452|2020-12-25	international
hCoV-19_Malaysia_IMR_WC378731|2020-12-28	international
hCoV-19_Philippines_PH-PGC-02127|2021-01-07	international
hCoV-19_Philippines_PH-PGC-03846|2021-01-24	international
hCoV-19_Philippines_PH-PGC-03939|2021-01-31	international
hCoV-19_Malaysia_IMR_WC86762|2021-02-08	international
hCoV-19_India_WB-1930300586281|2021-03-19	international
hCoV-19_Taiwan_NTU61|2021-04-06	international
hCoV-19_Taiwan_NTU62|2021-04-12	international
hCoV-19_Georgia_Tb-SNGS013|2021-02-09	international
hCoV-19_Georgia_Tb-SNGS007|2021-02-09	international
hCoV-19_Taiwan_792|2020-12-28	international
hCoV-19_India_WB-1931500995786|2021-03-25	international
hCoV-19_India_WB-1930400366860|2021-02-25	international
hCoV-19_India_WB-1931501003868|2021-03-27	international
hCoV-19_India_WB-1932000231728|2021-03-10	international
hCoV-19_Malaysia_IMR-WC61542|2021-01-24	international
hCoV-19_Taiwan_NTU54|2021-01-08	international
hCoV-19_India_WB-708301011615|2021-02-26	international
hCoV-19_India_WB-1931500905036|2021-03-02	international
hCoV-19_Iraq_Samawa-40|2021-02-11	international
hCoV-19_Iraq_Samawa-42|2021-02-20	international
hCoV-19_India_WB-1930300570803|2021-03-13	international
hCoV-19_India_ILSGS00911|2021-04-02	international
hCoV-19_India_ILSGS00915|2021-04-02	international
hCoV-19_India_MH-ICMR-NIV-INSACOG-GSEQ-354|2021-02-22	international
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-84|2021-02-12	international
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-305|2021-02-15	international
hCoV-19_Jordan_Biolab002|2021-01-27	international
hCoV-19_Iraq_Samawa-19|2021-02-25	international
hCoV-19_Iraq_Samawa-21|2021-02-20	international
hCoV-19_India_WB-1931500932404|2021-03-10	international
hCoV-19_Bangladesh_BCSIR-DNAS-01|2021-01-17	international
hCoV-19_India_GJ-ICMR-NIV-INSACOG-GSEQ-1030|2021-03-04	international
hCoV-19_India_GJ-ICMR-NIV-INSACOG-VOC-673|2021-02-04	international
hCoV-19_Pakistan_NIH-56|2021-01-01	international
hCoV-19_Bangladesh_ideSHi-B-302102001|2021-02-21	international
hCoV-19_India_WB-1930300565609|2021-03-11	international
hCoV-19_Bangladesh_BCSIR-DNAS-13|2021-01-23	international
hCoV-19_India_ILSGS00632|2021-03-14	international
hCoV-19_Oman_182621|2020-12-22	international
hCoV-19_Kuwait_SKS00105-JAH|2020-12-31	international
hCoV-19_Beijing_IVDC-04|2021-01-17	international
hCoV-19_Indonesia_KS-NIHRD-WGS00915|2021-01-06	international
hCoV-19_India_WB-1931500895560|2021-02-28	international
hCoV-19_Bahrain_341726140|2021-03-21	international
hCoV-19_India_ILSGS00927|2021-03-30	international
hCoV-19_India_OR-NIV-VOC-53|2020-12-26	international
hCoV-19_India_MH-NIV-VOC-70|2020-12-25	international
hCoV-19_India_GJ-NIV-VOC-176|2020-12-26	international
hCoV-19_Malaysia_IMR_WC170283|2021-04-04	international
hCoV-19_Malaysia_IMR_WC170284|2021-04-04	international
hCoV-19_India_KA-NIMH-SEQ-243|2021-03-12	international
hCoV-19_Brazil_SP-LBI37|2021-01-08	international
hCoV-19_Brazil_MG-LBI43|2021-01-15	international
hCoV-19_Brazil_GO-1799|2021-01-27	international
hCoV-19_Chile_RM-37243|2021-02-21	international
hCoV-19_Ecuador_UEES-12104|2021-03-20	international
hCoV-19_Ecuador_UEES-12108|2021-03-18	international
hCoV-19_Ecuador_UEES-12179|2021-03-22	international
hCoV-19_Ecuador_UEES-11648|2021-03-08	international
hCoV-19_Argentina_PAIS-A0470|2021-03-05	international
hCoV-19_Ecuador_USFQ-581|2021-01-06	international
hCoV-19_Ecuador_INSPI-179112|2021-01-05	international
hCoV-19_Chile_RM-266418|2020-12-30	international
hCoV-19_Chile_RM-3596|2021-01-04	international
hCoV-19_Suriname_SR-RIVM-22479|2021-03-05	international
hCoV-19_Suriname_SR-RIVM-22489|2021-03-01	international
hCoV-19_Suriname_SR-RIVM-22521|2021-02-18	international
hCoV-19_Brazil_BA-LACEN-167|2021-02-09	international
hCoV-19_Brazil_RJ-LNN00095|2021-03-28	international
hCoV-19_Argentina_PAIS-E0126|2020-12-21	international
hCoV-19_Ecuador_USFQ-736|2021-01-21	international
hCoV-19_Ecuador_USFQ-737|2021-01-22	international
hCoV-19_Brazil_SP-1045|2021-01-19	international
hCoV-19_Peru_LIM-INS-738|2021-01-12	international
hCoV-19_Brazil_SP-IAL-718240-NBD13|2021-02-25	international
hCoV-19_Suriname_SR-RIVM-22493|2021-03-21	international
hCoV-19_Chile_RM-66087|2021-03-29	international
hCoV-19_Chile_RM-66243|2021-03-29	international
hCoV-19_Colombia_ANT-CWOHC-VG-SEC00098T|2021-02-26	international
hCoV-19_Ecuador_USFQ-582|2021-01-06	international
hCoV-19_Peru_LIM-INS-173|2020-12-31	international
hCoV-19_Brazil_SP-1052|2021-01-20	international
hCoV-19_Suriname_SR-RIVM-22458|2021-03-19	international
hCoV-19_Suriname_SR-RIVM-22515|2021-03-22	international
hCoV-19_Suriname_SR-RIVM-22540|2021-03-17	international
hCoV-19_Barbados_BRB50399|2020-12-30	international
hCoV-19_Barbados_BRB50400|2020-12-31	international
hCoV-19_Barbados_BRB50403|2021-01-03	international
hCoV-19_Cayman-Islands_CYM49179|2021-01-03	international
hCoV-19_Cayman-Islands_CYM49180|2020-12-15	international
hCoV-19_Costa-Rica_INC-0265|2021-02-15	international
hCoV-19_Costa-Rica_INC-0285|2021-02-15	international
hCoV-19_Costa-Rica_INC-0320|2021-02-22	international
hCoV-19_Costa-Rica_INC-0339|2021-02-15	international
hCoV-19_Costa-Rica_HNN-0390|2021-03-30	international
hCoV-19_Dominican-Republic_Yale-2277|2021-02-12	international
hCoV-19_Dominican-Republic_Yale-2285|2021-03-11	international
hCoV-19_Dominican-Republic_Yale-2287|2021-03-12	international
hCoV-19_Dominican-Republic_CDC-9KZX-8454|2020-12-27	international
hCoV-19_Guadeloupe_IPP05357|2021-03-02	international
hCoV-19_Jamaica_JAM47548|2020-12-21	international
hCoV-19_Jamaica_JAM47546|2020-12-21	international
hCoV-19_Jamaica_JAM47542|2020-12-21	international
hCoV-19_Jamaica_JAM47538|2020-12-21	international
hCoV-19_Mexico_ZAC-INER-IMSS-00086|2021-02-17	international
hCoV-19_Mexico_ZAC-InDRE_F10107_S573|2021-02-15	international
hCoV-19_Mexico_JAL-InDRE_F11689_S895|2021-03-06	international
hCoV-19_Mexico_CHH-InDRE_F12160_S1190|2021-03-17	international
hCoV-19_Mexico_CHH-InDRE_F12169_S1194|2021-03-17	international
hCoV-19_Mexico_NLE-InDRE_F11681_S1199|2021-03-09	international
hCoV-19_Saint-Lucia_LCA47889|2020-12-23	international
hCoV-19_Saint-Lucia_LCA47894|2020-12-26	international
hCoV-19_Saint-Lucia_LCA47987|2020-12-17	international
hCoV-19_Saint-Lucia_SLU51389|2021-01-18	international
hCoV-19_Saint-Lucia_SLU51390|2021-01-18	international
hCoV-19_Saint-Lucia_LCA51391|2021-01-13	international
hCoV-19_Saint-Lucia_LCA51394|2021-01-16	international
hCoV-19_Saint-Lucia_LCA51395|2021-01-14	international
hCoV-19_Saint-Lucia_LCA51396|2021-01-14	international
hCoV-19_Trinidad-and-Tobago_60336|2021-03-23	international
hCoV-19_Trinidad-and-Tobago_60341|2021-03-23	international
hCoV-19_Trinidad-and-Tobago_60346|2021-03-23	international
hCoV-19_Trinidad-and-Tobago_60348|2021-03-23	international
hCoV-19_Trinidad-and-Tobago_60349|2021-03-23	international
hCoV-19_Trinidad-and-Tobago_61295|2021-04-06	international
hCoV-19_USA_CT-CDC-QDX22865372|2021-03-10	CT
hCoV-19_USA_CT-CDC-QDX22784694|2021-03-09	CT
hCoV-19_USA_CT-CDC-QDX22784643|2021-03-09	CT
hCoV-19_USA_CT-CDC-QDX22784672|2021-03-09	CT
hCoV-19_USA_CT-CDC-QDX22784687|2021-03-09	CT
hCoV-19_USA_CT-CDC-QDX22784912|2021-03-08	CT
hCoV-19_USA_CT-CDC-QDX22784675|2021-03-09	CT
hCoV-19_USA_CT-CDC-QDX22784695|2021-03-08	CT
hCoV-19_USA_CT-CDC-QDX22784724|2021-03-08	CT
hCoV-19_USA_CT-Yale-2794|2021-03-18	CT
hCoV-19_USA_CT-Yale-2795|2021-03-21	CT
hCoV-19_USA_CT-Yale-2801|2021-03-21	CT
hCoV-19_USA_CT-Yale-2802|2021-03-20	CT
hCoV-19_USA_CT-Yale-2805|2021-03-21	CT
hCoV-19_USA_CT-Yale-2806|2021-03-19	CT
hCoV-19_USA_CT-Yale-2807|2021-03-19	CT
